ID,username
881643833838186496,RobertStevenHa1
831520342904537090,CaptAmrica
796741709233344512,UNO1954
815711546949124096,MichaelGreenl20
754737223073955841,Antileftest
807596363479416832,james_1andonly
22776500,GrandmaLeidy
859995990907994112,ElleCooper5
57039652,martylawson
775785968272076800,Ellen4Trump
705425662304247808,lastchance4usa
824391272500756480,dee_maga
893850626354020352,denise_snively
2623416465,buderfly7
3310138153,texan2you
71933959,Lecuff
703967514649358336,johndanutt
917412743136858112,JMager3838
756888348338290688,loudog112
15972765,gailtalk
1010929682538119175,theVietAmerican
3905771496,TrumpDevil45
821561756719820800,DeplorableME23
825836952297545728,Kingsmandean
2808657156,kmburke84
1003426336688558080,05er4life_just
756533671750995968,JEEPREISENDE
714168556007645184,lanabebee
991569300598206464,auvigneezran
270438807,Queentutor
1299650484,TheRealLynguini
910655866864570368,MSLundin342
1242842516,redFactoryDev
168708939,realtyzen
55738104,RIGHTWingedGay
918626631257903104,trump__strong
739347630,HesMyPres
794156886379626496,rmcordero523
135266751,kindheart1976
439437130,LLopezMooney330
726115286487695360,JermynMan
833366416921210880,MrBfromvegas
854832471585763329,opinionfish
292263105,jaazee1
613985784,NancyMA47
75638286,rkhill64
2846568324,carlalynn62
54186727,gone1z
755697679234105344,dspen21
555316362,ldynay63
3401198391,b253n
232011290,micshell66
871429853110689793,genelafitte711
840038110146752513,MattMcCollum13
329159224,jflame1234
824285328450187265,GrigoriadisGreg
116306983,Nucman9
995079276054695941,twinkletoes684
58314581,cash4things
982341214434283521,TiffanyBlueN
973674483151237121,1JohnEBravo
990605585509994497,reb2018_
979576008004136961,ExposingFakene4
529556352,edwardspamj
804449733267910656,MyBoyTrent
1255748184,jbs1464
826981946760630272,Sissylovesluv
3428680755,Rodney_D_Pumas
3699083661,TemplarCode1013
3029607406,trailertrashmop
878243409722572800,limabean002
808732225600679938,EdwardStanton14
1447260158,ems9393
36198575,bizzylee1970
953305222058860544,MisterSir2019
329301222,matrixx80459
954665455,svik232
748208561554096128,FakeNewsShow
2505672060,marilyn_mann
725847154003042305,KD90210890
707832567869771776,edwardmtz7
954703113826525186,gjanthony01
4214304057,kjh426
1008134425668878336,Markand86729271
3416492723,Marco15Trump
934931004606877696,Jibboo2
2513435397,yvette_gallant
753646147546275844,RogerHarper16
848153677,glorcaleb
782925589778993152,CharlieAlpha74
2792279255,texastechmommy
815351955094523904,_luvTOTO
987422541303164928,NatalieJoPrewi1
38109636,LizCeal
997190552369205249,Bt74798034
985331652900483073,kathy27593972
1473955836,kaylechang
2485845780,ljok1999
110334954,Chelly1955
98125899,bonitalinda529
865386752,luishon2
817460266250149888,OdellSnoopyj111
936379468146462720,AmyCamp89818042
465443551,mikeypubbah
1266646447,jcpowell1285
882626891890425856,PennyScoles
90724832,sflippert
108789800,hillx123
196644404,agreatimage
1120579568,lauriehoyt1
541931649,armylamarr
1239729678,kokoblue52
503777276,findtruthalways
838132337950875648,happy_daystt
836064876254547969,CrowCove
84711252,Patagonia10
764105191981539328,sleepinglepper
847838400006811648,idlegigi
75306921,barbiedoo2
826318582011277313,CarolMagee18
4443595814,momarata
454811069,Hemiheadx
1184210395,zuckrock
800029703486705664,mom_puhleez
3677594795,realBethNeale
950864636,bgran03
70266620,IamMesmerized
839477984352415745,Patti53489797
775879878407098368,20th2017
749681826709594112,beastly1155
400698621,Larimoredad
364796650,filmsmurf
792583421449076736,VivWard10
853599373820911617,MEBITMOJI
961293624876126209,Saved1mw
185208627,jade77b
2794860920,wmsmith62
878619885886197760,TruthUCntHndl
1410538838,ThomasDtlbft
1066366129,KeelinMadden
801488811414810625,zacktheblackcat
128462270,Taffi801
1000181694677356544,LalaGirlBright
848206806,geewhiz1988
2973688163,jzaso59
3300141104,Emperor_Leto_II
4894992129,JWhelan111
908076833350004737,Jeff72451220
830940227397001216,deplorable888
752513846061862913,BeckyRadle
4183909522,Cornelbaran1
817845371766538240,CrescenziRay
3236864952,Winterbaby129
826407102,TeresitaWright
4214106723,jerrylmassey
886375283665674240,STBurrows244
1349641380,GcPlate
2370108617,Dannaja64Danny
1672818481,superman4ever02
715369790878035968,mavgrab302
2429164873,overheadru
4885405884,SusanIverach
30204858,bsuall
876074513674448897,DaveKhadra
937720381774974979,JesseJarhead
975131850858516485,YourCrazyAnti
87770832,imintoo
2253563196,reginapearce3
954175429568495616,Rearly1
751281974,Phishie_Philly
772063231938560000,S0_aurora
17270650,VBaus
3663031578,mitchrobison59
713659615242620928,CCathy1962
826068803524108288,TheHermit27
817081293737369600,Ray1bay1
830450888082935808,CallMeAmerican
899022124731559941,JBowie1776
47225502,jamac89
3949371634,tatreeves63
497092909,reginaturner44
2324438203,BamaStinson
827221434980253696,CingoMarc
9280092,Lynx62
861371830766100481,DianeGore13
3643472174,YankeesLuvr2
2404911506,_Yahislove_
1330271756,joannem58
797274367323500544,cathiemarie4
313001959,79vetteguy
2159443772,mickelsonrm
981629787314700288,IDwithheld1
716395681477443584,Sean_Bandi
818363408802164737,kimmyj_Cx2
781831131633070081,MichaelSpeer10
823679165555679233,Berta2769
808014258,ConservativeGM
858411013,Overcome64
773030309377953792,maryanneguill
821541244266545153,SmokeWhisky
965748455967805440,TheQStormisHere
1011550819,swooshbll
988526914657705984,gloria74308094
1733494531,GlennArtie
912195016881209345,WilsonGeJR
1670657690,ltucker8044
980581213785083904,Phatnugster1
946590127505190912,duckyboy93
921788579352891392,Debrah38249436
703662196681789443,sharonj11572053
211694342,surfermom04
258876714,Dindy5
138091823,emiliabalzan
441925879,bearerofmeaning
877239859789918212,RebeliousOne2
851540730,AVIVKLN
882742893437480960,warrenjsmith50
3254904262,becca4trump
3688827749,Michaelfleck7
232758502,CrownoftheVally
863131747176919041,Constan80605153
348323009,DeplorableJulie
853675826,LaneRic185
818298193624657921,aspenson_mary
3808653920,Grits195771Anna
913558981733376000,RLenLindley
138232124,RuthBLee
1626070944,kfrketic61
345050815,hankbruce
982752402544648192,skigolfhunt
485259150,tnjbrad57
987512421676867585,Johnestew1
817383934833098753,Bean9198
985516042104528897,GOD_Save_us
937460488312705025,MikeSchmidt62
923587591353618433,WillRocketArt
3047424912,FFoscojr
3374155210,HowardE44
53958222,Panama6715
803856074,sheppmrtx
552626875,maslow66223
1051877290118909953,wilson_benoit
2988998907,purple_sky11
520024817,jamesda57
1674142795,marntny
874813058,5853Cf
795111699078582272,__MAGA1_____
822510699159179265,nursefox1210
764836234871046144,DavidCa93401182
22079234,Buzfreely
990758537864404992,TrumpIsPOTUS1
942275264125349888,roscoe55p
816977945675857920,NYDawgFan1
3524001795,Steph59Reed
940291383071592448,Kathryn16847016
797402940952616960,real_vt16
33910458,deborah_claire
953606784966512642,TimBlach3
1017112571965558787,KellyWi45127726
919021098133524486,BellaVi69565465
990565542611341312,CasandraMelfi
885659497,rdeluca1080
972129429924302848,INGODWETRUST07
910823640,ABrounty
4457996476,boonewindage
972579278645641216,NancyMo80920833
812281497222778880,w8one58
542181157,no2libs007
489022138,Miki9857
4214596455,shiplyka
568184650,crink3
36390992,queenvelyn
89523865,rherrlin326
4261421361,kimberly_kucera
3222712867,daniellesollit1
47976963,rbell88899
794163933527572480,smichaels1989
995448132501585920,LauraAleyTaylo6
781993465991225344,ChristiniaLane2
748039547368448003,Deborah44485881
1299929713,ScarletPatriot
279319562,SuperEliteCoach
15944272,RRRoxy
837363355790757888,CrystineGoebel
2891621519,Sandy_cassa
600520721,tammpeacock
993858296745512960,adorabledeplo16
2817362840,metternicht
879331327308378112,MichaelFLHTP
783499996565909504,Luciamv46
807990584,al_stage
706109111352606721,va_trump
955803439753244673,busby2016
4040707780,Jeffrey52095461
782585024084312064,skinnylenny1965
970271982561452032,JohnJon77706148
1000167877067108357,Althea551
2175006698,worldpeace2701
822507752568328193,deplorabletj2
844699896611553280,DebbieM6688
900064941490810881,Dean83019040
895378071108407296,JAlexandr1972
913903503055228928,MarkUSMCvet
825490985442492416,bryanwedde
65034398,kathyshomes
820294522244448256,CookArlyn62
737304638249041920,pbogue99
2490662332,1baroque_girl
45280223,raymo89
380121440,hogmania2
787247889110147072,beaglesrock917
2942161927,coolcolablue
3861304214,charlott_rogers
877879587493085184,ArthurQ23441436
1892054798,TommyLambertOKC
788140300728356868,Theusefullidiot
1046255610,see_jl
3239234936,sammy_underwood
747994506943832064,rzla600
208764547,Indy4MAGA
161866770,Angel_Garcia68
760854804746817537,Beckycl65261442
912454873840365568,can_stupid
49034876,fanfan21
471641303,SheepDog1146
3885993200,MAGAJules4Trump
93468790,dsbrand11
730127113261449217,DGlavine
1327445671,Michael4139
856923191926824961,battlefrontgen1
933806194564763648,jolovescandles
531893966,KeishaJake
816280754607030272,openingsalvo75
261307929,wellexcuseme
896871717053661184,kerin_wotsirb
3395100736,KysMomom
824729397437624320,CarloneSacha
832819575129411584,YvetteG24707719
752851799145668608,lee_3po
266730229,bluishgray
386746916,Circle_R185
1369567447,nadavoss
714192035176120326,cathylove50
242030522,KitschyKoos
56184695,gatorfun1
583185402,JamesOB_52096
881870590726025220,wolfrow3
709549108181278720,PhyllisCobianc1
341295563,JimmyleeSr
2998674524,CreasonJana
16398442,magmagmag
810147926982950913,carolinadream11
382037842,Vlv7Coleman
3483845499,TrumpsMyPotus
4840811472,WideAwakePaige
3381891372,TheTruthSekr
828191983097221120,mtmckissick53
1308739224,thegregory5
2358403267,shemuelleos
2949568173,SafeInTheArms
568184437,southern_dr
49519644,Catrocky22
2212999554,dcrosby818
411026187,grwjeep
959610658718437376,patriot8862
388027679,jackzyx
15966575,julesbydesign
19265064,karenannek
94464086,gsdakar
951450531586744320,Eleanor4katz
263032938,Padron702
277018186,dmhbyrd
775319975603019777,matt16249161
897249045416218628,DrewGardner19
4519037061,FedBwr
550245803,kat1567
1048622042516508675,cthomas96216147
763585992536326144,Patrici91575173
211971515,audranewton
949147534525587460,Kyleking46
774271514828877824,Leosawyer11
429384977,BabycakesCooper
187349367,mojobubba
45775946,Joshua_m4
818182298004819969,glenn_gabberty
810204906812477441,xringmenace
2320305054,vking1950
839198163382722561,MichealDunkin
4895751885,roses12411
1555742743,KimmiiKline
912829804910694400,bearkatquilter
770070003039215616,blueandorange86
336096306,F16fly
4666056744,jeeper0lllllll0
822686474575351808,Justin8098
799663027389771777,tovar_tovar5
868962880217120769,sharonmntgal
913773742567895040,theresamatozzi
944313834143133702,ErlyMorninMel
966339750624980992,YossiKamar
1928100738,Mo4u2b
3020425427,BeachDreamin291
997168457857855488,kcorb0427
841726129,Mehill1965
903396856776011779,clintonhill889
530958994,DuBC50
2934237986,brick_lisa
53070004,kyleandvicki
748208383,Theresagb1971
380551057,pcaclubracer
755921947045666817,Triciaryan15
901619588370231296,Jim_Natalie04
860595938204819458,PatriciaMSpenc2
874856072,MaRaeBates
842015254850752512,SeafordDonna
323504049,blondThought238
1871434562,MCDONALDB1
218931484,suzyq801
575094396,Carolann1954D
67503749,CarolMBoothe
949672435690934274,sherry25793049
2342314365,MisstheTank
1000270249,elam_christie
822539565147820032,LisaMBrauer
903728861963206656,jccod711
259960412,wsk007
3409126392,Knowhatmatters
301127978,ginanotjenna
3222804386,Kissamyassah
855873290015051776,MarcelDeco
822302391538061312,GailRule1
2939037948,UberSFRealWorld
951213943103672321,KayBBaby
843769045,flutterbye123
1056202792811954176,starr_laberta
965301079092219904,GretaMiddendor1
985145692686602240,AnthonySouza_1
112756467,JulieKinMI
2174030340,Gimme_Ammo
254193327,tumult101
187349962,mary_f12
983497431315820544,Islandchik2
870741967109599233,coffeebreak192
473316368,nettan596
786093538975113218,mexipinas
264799614,TorontoCroatian
2749535139,latebloomer_46
406016392,EddieJewell
3280924814,1Cali_Girl1
838149284759552002,TrollDonnyTrump
2936121278,myredcatrocks
837880442586025986,bobbybougie1
954743590105821185,redpillblack
984243204961677313,Shan99911113456
28663283,tonkatoyt
1355929668,republikaAD
3164377013,TheSiddFinch
459471568,OldNJlady
972456482179448832,SylviaLindley4
906364596,SoonerVann
870838306187202561,juniebug_77
785570331096297472,LeonaMG1986
823238380393734144,SheenaBlancha16
26084249,athanasios9
925791147016032256,susnnel2008
949865647114133505,HardyWright2
1054765388125429760,hardingjoeyaho1
917066035697610752,mike00000000005
183411039,WEareQlovePotus
62851716,saintsfanone
811650545664430081,roudynana
813067077045075968,PatriotsUSA1st
825417043503628289,mean_caveman
768913349241282560,Marshas0060
870040616289398784,WayneLe18839259
940645091315802112,WendyJackmann
356251336,Sil2657
838806462381989889,LasVegas_Strong
797212047255556097,TRUMPsoldier_
998687420211220484,Shannon24784218
1005599365619175424,GudbransenHans
64046952,awoken_4u
2944921706,kromaticorb
2723524553,elfcaper
482940372,WelshPatriot74
984259961780924416,mccracken_sr
911598494602768386,Csmithantilefty
54203639,lmvorbmm
17648725,suzanne54
824859909514670082,LyndeeOH
161495022,Wilgaze
872518823001325588,CloserNationNet
107498739,YRTGROUP
912470112833277952,therealrazil
83463719,JCLAUSA
813910128940326912,berniemcpeak
995103288524554240,TookeBen
988527038687469568,crazyrebulican
798945718480224256,stevey150
4893430527,TraceyB12322445
969816785640939520,Melchizedek_77
997536700623663104,jameswhite1137
229739659,HockeyGuyFL
980987691620761600,Jeffery17765094
969946141843476481,Q71Susie
864306922769580033,rumbabka1
995750855025545219,SpreadMAGALove
957777362665418752,notlexluther1
716771509445009412,Voter20162
873725359715385345,Scotzgrad
240420613,tequillaberry
802953969916112896,max65Q
3614315715,LibertyOfThe2nd
983821691045404677,ildeplorevoleaz
987831842383585280,MikeFey5
784817806898364416,SunshineLK10
954546869392191489,Z998855
937129917497724928,atrustynote
917620807836221440,LanceHa07498549
983839713780994048,Michell91408130
480419546,TERRICAPONIGRO
757418006284599296,crestin1216
1074529698,18_26_613
86307757,political_lawDB
64432312,belvdere
30736021,RealEricGiese
166455908,USPATRIOT5
431648942,Apoligize2No1
408883226,JacksonSpurlock
1534035990,FedUpFloridian
128574513,flibberjibbet
943865940093165568,thor4176
989437792353751040,4HorseMen002
2561267885,rockymtndew
974422605930422273,ThePaulieK
842847132893626372,micki_way
926551400,robinsonjoel124
476511194,Onlytruthcounts
823045951346659328,USAPrincess86
995880263849795584,Expose_The_Deep
997646134381301760,twixcat1
804500552868470785,Kennedy3L
3093821542,MA_Cook62M
941500515069898753,Truth4Texas
825950635212279808,kix_cool_kid
954855612185219072,KevinSc68590290
991138552829358080,JustJennaK2A
883710421982527488,JeffreyWoolfe7
809134474243903488,oldjarhead1966
3031988608,EyeofSeeing
365606579,ELF1955
428415988,Kathie1718
889980282,RealDarlingDeb
529556077,NewPoppi
1056706366432337920,ACapatosta
3120469429,barry_tough
561223753,KeysBabyBaby
259878670,jones19_cj
615821849,coachstecher
951519675262914560,evangelicaledie
955118355022663680,CovfefeAR15
529776638,tjd1307
4873981054,RlevanRobert
766706715895164928,patriotinohio
1695217200,d_oversole
2964369323,Jwrect66
17250787,mopar75028
956582651456040960,Libbygirl6
898605518322679808,alliekat678
528589192,johnjspano
998569456644382721,HammerOfTheGod9
3039062764,smattorneys
892806467249623042,HighStrung1776
1628975504,carolecattan
829452500268900352,integrity_2017
82126521,Czarcraft_
953817659178717184,pshaw_777
31811594,islandwalker1
2465418073,usacit1970
936724225804685313,Lisaaquig
825656527,redoctogon
831698691270537217,Delana30183939
1073068214,Ilovemyfarm4222
999833649078976512,DJ4Trump2
998173922003767296,guy22depor1
67766126,PETEWHITE77
988796451676475392,EdmondRoy23
836223543939477504,Jarretwith1t
958941022129594368,DavideFurman
222945323,SonyaSone7
984603523882147841,TheUKDude1
938616280449302529,ArroyoRupe
18204604,MLAS
998895775487754240,troutpond2000
51408393,OliveStStudio
990723073178521602,conniejwest71
535555600,K9Kris3298
1027280788172070912,JulieSmile5
965818042771898368,melissadavis_82
977302305312792576,Janis67381570
925470168465096704,HilaryCurtiss
901548020038324226,ErickStandley
708352920933289984,DJ_USAF_Ret
1013079966983098368,FCKTWITR1
186687793,gokiddgo
146592341,softguru2k
1003709432126148608,oconuslures
940036145546530817,alley279
816837906841018368,gma4748az
4716839673,TancerkaS
982518180076769280,nichole_danny
824329899901091840,scottwpost
765885316876173312,___Andrzej____
235998838,Kammalek
3002670605,Kzoogirl16
3015894157,KimnanaT
1013909626520330240,ALadyofReason1
1671413354,liz4trump
3275183166,Right_This_Ship
1260422510,SugarpieSugar
731608286177427456,PlaceAl1
823988509916545024,Chicken1927
873514073857687552,martin8_sheilah
944655213855723520,LilyKolosova
914546937059315714,BenBlythens
898316841721798656,realLatinoTrump
49451747,JoyceRamgatie2
1071540248,JPJones1776
714874855,swimmermomma
582787942,tcot3
1027205612,gwmagic
756071568,happyhipkat
41272786,blue6205
20248273,uphills
3399891132,shakiejr
56831039,spiritsteve
831627822833741825,Mar_K6788
44371371,cjhnm
109247682,BigVTN
525959685,snagela
3527456247,EthanGEnsley1
2883431295,lynnieloo_lynn
321129064,jmhart1945
189649747,CowboysChica
714148723,SmMansour9
977229665432678402,MattCrossman4
24923270,cjane53
3159562440,springs719
4562547614,Lytler4331
979196499505623042,RunzelJoy
811942080255823872,larryferrone
117459934,wwwbighag
22004033,Buckeye4America
2370913862,waltjesseskylar
701997613873242112,tnhalesbells
773275308640260096,Shirley20301591
2531594407,cmaloney79
31590916,upickmepickme
1006694175448936449,KenHarr20381548
1532448829,henryv2011
975566070781284353,yance17953250
3279945714,Deplora_dreg
3168182146,KeepTheFaith758
978785258140241921,725_marye
16509357,Autrice
871449781217902592,trumpredpill
746541199457017857,CatHaven04
491803325,superstitution
970048938928754688,ricr_rose
228384342,Ninja4Justice
794909475874504704,KellyPollet1
4579254377,CatherineHatf19
997635422841782272,ZapotecP
801686419806752768,Vargur1981
907233279962750976,kant_immanuela
2173262615,LukaszKDZ
3367626814,realdonaldtrum
977293913181470720,ChrisDelosada
4479963443,KZNBro
54368243,cwesleyharris
801878732818575360,jackie_ronemus
1017267788942061568,BinaryNinja7
817082528225959938,drmkyzer
1597633813,THEBESTWARDEN
731211203385524224,MrsSwindle1
968656737711489025,Marioaguerrebe2
922987932377546752,MeloSmoove
874372788118794240,GWBEW
983447907029409792,butters52855158
920020375458795520,Thx4Listening
83160167,FredLedison
930919729254010885,Matka_Kurka
713754931,kidvamp8724
34660582,SAMPHUSA69
985903064317091840,BoceWright
43212866,godblessmypotus
3033522501,fishman987
810995220183711744,disruptive_core
896509532909608960,WarnickGriselda
215120256,4chloebear
760277895046635520,BoothRegboo
570367345,jrw1910
756228817589383168,alleyhal
701557232702509056,lisasolis211
747032350933008384,Alabama_Mothman
493380257,murgia4
991106736915349504,Bob20049139
951522748484018176,BonnieA42384000
897826864693170177,JaniceMullen19
42675733,ANGIELEEE2
839562404715499521,Pizzaguy6691
826227765737357312,KatieMo61869199
921530474517934081,gjlytle4
935955454278144000,mud_hut33
707268505100525572,Mary32788907
806110761563123712,BreathRT44
90817820,MrSnerdley
838021471612063745,LeahRob96077584
786261962405445632,Penningto2Lindy
970304066390843392,token71676485
4467282014,BayRidgegirl8
831330742412124160,Trumpion45
751173600997244932,seajunebee
759089104042790914,mercurygirl68
33575622,ReneeD31
3309866936,SewLica
996064800651333633,Randayes031
993671986218979330,Mako3Zero
825834353846525953,kevin_gelmin
569744160,DrKornFlake
934458617205542912,Jeanne18814995
495294320,WandaPeck
988376426444394496,cindysoriginals
227828682,cootercarver
950629573200367616,Randy08131235
908267396300865536,HannahS220
894214551503339520,lpwander2
988117206876807168,AwakenedSoul7
983743502147293184,MAGA_Marty
990826724597284864,Julie09722806
987112501274906625,JohnZ1652
984128978049904641,Gipper38235075
1132096626,KayShaewolf
979472437363597312,SShakelford
2471254489,VictorWright74
985549319985082368,Chuck88281835
803350986207043584,Liberty4Rox
4197645318,flhrs98
341008064,godisgood1961
3245990972,msheltbunn
487144212,techmaster58
991783964783226880,tom55mc
880745699213705216,Melissa66811989
917022784395599872,PeoneDahlia
865488314,CBigdubya
1535290448,My57ChevyBelAir
928847456443416576,Restaurantadvi1
797437450067070976,jerseymott
253229410,FatNancy71
824630326731436032,usa22018
707360083622162432,wallacep06155
129805676,thesaint20208
986202606149292032,RealFreddy_P
528544459,RestoreOurUnion
69763840,Peelaratstudios
896179964,MarianneHofer
842584871436517376,hornedtoad8386
830305321,pj_hurt
994330416155897856,VilmaBalogh
1009553410050453509,RentareaTheresa
30437654,LongBeachScott
975143403527708674,Bliss51182203
3751293194,QisComing4u
866825295579553792,TLeagon
895152249047064576,CONNOR4TRUMP
949380390245974017,GdManess
51048355,tomandsusan
1173135816,scott_cb
1025610270205460480,brandonj676
854008153956114432,DB_Rhys
915229609683243008,RugerBncurtis
838074012555161601,MarkWebb2823
979035560,OldDawg85
975126433679814657,patryn94
1010747493754327040,archer588th
1714004610,Debeez55
915591758007894016,mandymendez90
822979796816826368,bornon4ofjuly
1403300690,Enfield41Fogg
911645443167207424,keely_lacy
759179577264439296,nrross64
746491211049893888,LeoAnders2
830060318520987648,bevbmeares
266526713,Aster56
1696574948,CSMGators15
499302835,Tranclet
210591672,elizmcdowell
899346505655394304,gdfreyuma
899281622,4ReallyandTruly
38868846,JLee2027
891811267387822080,hawkeyefan1960
39565047,alexharvard
1001223262083407874,KeuneHolly
999284182596620288,bluejay881
793874285018230784,HelenWilks60
829556109132308480,friend4more
789943117759803392,Moran19Maureen
840358007737352192,Legendary2o17
3950750777,puppyscoop4
830288209112334338,EllenCFitch4
727017827744391170,larryp612
3222658663,JuneJohnsson
916777972614475784,AnnaHennessey3
1006118210855456769,NewRobBlue1
954618793661169664,JGRAY_GA
1024066762495614976,Allforoneandon3
1552553804,crazyrooster69
37144164,hollywoodhillsv
758101519891914761,lilbulli1031
805452882560610308,perugini_joefla
120651026,CMackBriscoe
4853736042,Sporty_1969
1669280222,jeffc1959
833105332469641216,someone_1958
799259312828850178,1FreshTake
