"id","name","screen_name","statuses_count","followers_count","friends_count","favourites_count","listed_count","url","lang","time_zone","location","default_profile","default_profile_image","geo_enabled","profile_image_url","profile_banner_url","profile_use_background_image","profile_background_image_url_https","profile_text_color","profile_image_url_https","profile_sidebar_border_color","profile_background_tile","profile_sidebar_fill_color","profile_background_image_url","profile_background_color","profile_link_color","utc_offset","is_translator","follow_request_sent","protected","verified","notifications","description","contributors_enabled","following","created_at","timestamp","crawled_at","updated"
"2386269716","Jenee Farfalla","JeneeFarfalla","43","3","41","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/444882023484633088/UkAn-14i_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/444882041935392768/aa_xTtdp.jpeg","333333","https://pbs.twimg.com/profile_images/444882023484633088/UkAn-14i_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/444882041935392768/aa_xTtdp.jpeg","0000FF","0000FF",,,,,,,,,,"Thu Mar 13 03:47:02 +0000 2014","2014-03-13 04:47:02","2014-05-05 00:20:03","2016-03-15 15:02:11"
"2362388834","Elyse Kendell","ElyseKendell","59","9","42","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/441340896374558720/x4V4Ln56_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/441340950296530944/qcNlgYqo.jpeg","333333","https://pbs.twimg.com/profile_images/441340896374558720/x4V4Ln56_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/441340950296530944/qcNlgYqo.jpeg","0000FF","0000FF",,,,,,,,,,"Wed Feb 26 08:57:36 +0000 2014","2014-02-26 09:57:36","2014-05-05 00:20:03","2016-03-15 15:02:12"
"2385765020","Ina Garms","InaGarms","41","9","42","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/444878290998681600/hKJ0_d0j_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/444878317624119296/5WVXWE3Z.jpeg","333333","https://pbs.twimg.com/profile_images/444878290998681600/hKJ0_d0j_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/444878317624119296/5WVXWE3Z.jpeg","0000FF","0000FF",,,,,,,,,,"Wed Mar 12 20:18:33 +0000 2014","2014-03-12 21:18:33","2014-05-05 00:21:24","2016-03-15 15:02:12"
"2378980568","Dorotha Holiday","DorothaHoliday","42","3","34","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/443602459882057728/wM-rA8TQ_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/443602531789193216/HOV79f9P.jpeg","333333","https://pbs.twimg.com/profile_images/443602459882057728/wM-rA8TQ_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/443602531789193216/HOV79f9P.jpeg","0000FF","0000FF",,,,,,,,,,"Sat Mar 08 16:38:16 +0000 2014","2014-03-08 17:38:16","2014-05-05 00:20:03","2016-03-15 15:02:12"
"2376495600","Ardelle Klich","ArdelleKlich","46","3","37","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/442962141167890432/b4nz6Tzd_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/442962175196282883/5KAirwB8.jpeg","333333","https://pbs.twimg.com/profile_images/442962141167890432/b4nz6Tzd_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/442962175196282883/5KAirwB8.jpeg","0000FF","0000FF",,,,,,,,,,"Fri Mar 07 03:34:04 +0000 2014","2014-03-07 04:34:04","2014-05-05 00:21:03","2016-03-15 15:02:13"
"2362248168","Bella Mcconico","BellaMcconico","58","6","39","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/441334739165659136/Ai68Qx9g_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/441334874327109632/l-gXwJqs.jpeg","333333","https://pbs.twimg.com/profile_images/441334739165659136/Ai68Qx9g_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/441334874327109632/l-gXwJqs.jpeg","0000FF","0000FF",,,,,,,,,,"Wed Feb 26 06:31:24 +0000 2014","2014-02-26 07:31:24","2014-05-05 00:20:34","2016-03-15 15:02:13"
"2376811856","Linette Monico","LinetteMonico","47","2","35","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/443007045436854272/BY6QlNmi_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/443008431046148097/2XsB3EQQ.jpeg","333333","https://pbs.twimg.com/profile_images/443007045436854272/BY6QlNmi_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/443008431046148097/2XsB3EQQ.jpeg","0000FF","0000FF",,,,,,,,,,"Fri Mar 07 08:45:28 +0000 2014","2014-03-07 09:45:28","2014-05-05 00:20:03","2016-03-15 15:02:13"
"2352676352","Deon Cappucci","DeonCappucci","63","4","43","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/437365052685832192/WK8E31zE_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/437365064685723648/3J9eDenR.jpeg","333333","https://pbs.twimg.com/profile_images/437365052685832192/WK8E31zE_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/437365064685723648/3J9eDenR.jpeg","0000FF","0000FF",,,,,,,,,,"Thu Feb 20 04:02:26 +0000 2014","2014-02-20 05:02:26","2014-05-05 00:20:03","2016-03-15 15:02:14"
"2380854356","Shani Stofer","ShaniStofer","42","1","37","0","0",,"en",,,,"1",,"http://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png",NULL,"1","https://pbs.twimg.com/profile_background_images/444767998415360000/rPUOSw0P.jpeg","333333","https://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/444767998415360000/rPUOSw0P.jpeg","0000FF","0000FF",,,,,,,,,,"Sun Mar 09 18:30:40 +0000 2014","2014-03-09 19:30:40","2014-05-05 00:21:47","2016-03-15 15:02:14"
"2355882324","Pamula Hoosier","PamulaHoosier","62","6","40","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/437383998998720512/lBddV_cd_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/437384019362058240/47EF6BFm.jpeg","333333","https://pbs.twimg.com/profile_images/437383998998720512/lBddV_cd_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/437384019362058240/47EF6BFm.jpeg","0000FF","0000FF",,,,,,,,,,"Sat Feb 22 06:14:25 +0000 2014","2014-02-22 07:14:25","2014-05-05 00:20:03","2016-03-15 15:02:14"
"2375744096","Tonja Canaday","TonjaCanaday","41","9","44","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/443499516658868225/4SKG4XVD_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/443499566998900736/dptqw48F.jpeg","333333","https://pbs.twimg.com/profile_images/443499516658868225/4SKG4XVD_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/443499566998900736/dptqw48F.jpeg","0000FF","0000FF",,,,,,,,,,"Thu Mar 06 18:29:27 +0000 2014","2014-03-06 19:29:27","2014-05-05 00:20:03","2016-03-15 15:02:15"
"2383278158","Lizbeth Ament","LizbethAment","45","7","44","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/444887282449788928/OMVRePIc_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/444887297331175424/fm8OVD5C.jpeg","333333","https://pbs.twimg.com/profile_images/444887282449788928/OMVRePIc_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/444887297331175424/fm8OVD5C.jpeg","0000FF","0000FF",,,,,,,,,,"Tue Mar 11 06:35:23 +0000 2014","2014-03-11 07:35:23","2014-05-05 00:20:03","2016-03-15 15:02:15"
"2384644393","Regan Cera","ReganCera","45","5","42","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/444825910802255872/8qCyCiza_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/444826052766883840/nOCiIyQ8.jpeg","333333","https://pbs.twimg.com/profile_images/444825910802255872/8qCyCiza_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/444826052766883840/nOCiIyQ8.jpeg","0000FF","0000FF",,,,,,,,,,"Wed Mar 12 04:02:34 +0000 2014","2014-03-12 05:02:34","2014-05-05 00:20:03","2016-03-15 15:02:15"
"2374931234","Kim Weinrich","KimWeinrich","43","6","42","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/442948936634884096/JSKl2NUn_normal.png",NULL,"1","https://pbs.twimg.com/profile_background_images/442948956822069248/zfQ-BIZR.jpeg","333333","https://pbs.twimg.com/profile_images/442948936634884096/JSKl2NUn_normal.png","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/442948956822069248/zfQ-BIZR.jpeg","0000FF","0000FF",,,,,,,,,,"Thu Mar 06 06:36:42 +0000 2014","2014-03-06 07:36:42","2014-05-05 00:21:09","2016-03-15 15:02:16"
"2370987984","Marleen Spuler","MarleenSpuler","53","3","37","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/441463144305545216/okUehF50_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/441463160659140608/4wY64JVr.jpeg","333333","https://pbs.twimg.com/profile_images/441463144305545216/okUehF50_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/441463160659140608/4wY64JVr.jpeg","0000FF","0000FF",,,,,,,,,,"Mon Mar 03 21:57:06 +0000 2014","2014-03-03 22:57:06","2014-05-05 00:21:35","2016-03-15 15:02:17"
"2364902995","Ena Deadwyler","EnaDeadwyler","60","5","37","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/441368593175826432/730NQWLx_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/441368649702461440/NiW5Xvly.jpeg","333333","https://pbs.twimg.com/profile_images/441368593175826432/730NQWLx_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/441368649702461440/NiW5Xvly.jpeg","0000FF","0000FF",,,,,,,,,,"Fri Feb 28 01:43:32 +0000 2014","2014-02-28 02:43:32","2014-05-05 00:20:03","2016-03-15 15:02:17"
"2351860141","Khadijah Revels","KhadijahRevels","63","9","39","0","2",,"en",,,,,,"http://pbs.twimg.com/profile_images/437360868427182080/5UtIERii_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/437360888157188096/Kh7nmEap.jpeg","333333","https://pbs.twimg.com/profile_images/437360868427182080/5UtIERii_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/437360888157188096/Kh7nmEap.jpeg","0000FF","0000FF",,,,,,,,,,"Wed Feb 19 15:26:10 +0000 2014","2014-02-19 16:26:10","2014-05-05 00:20:03","2016-03-15 15:02:18"
"2370363816","Gidget Dyals","GidgetDyals","60","6","39","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/441456707516891136/dWS4HwIj_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/441456770330791936/wtdVqOxd.jpeg","333333","https://pbs.twimg.com/profile_images/441456707516891136/dWS4HwIj_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/441456770330791936/wtdVqOxd.jpeg","0000FF","0000FF",,,,,,,,,,"Mon Mar 03 12:47:50 +0000 2014","2014-03-03 13:47:50","2014-05-05 00:21:33","2016-03-15 15:02:18"
"2378044849","Ardell Musson","ArdellMusson","42","3","44","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/443285013711167488/g6sbV0bk_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/443285391735398400/wD9LbxaN.jpeg","333333","https://pbs.twimg.com/profile_images/443285013711167488/g6sbV0bk_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/443285391735398400/wD9LbxaN.jpeg","0000FF","0000FF",,,,,,,,,,"Sat Mar 08 03:14:56 +0000 2014","2014-03-08 04:14:56","2014-05-05 00:20:03","2016-03-15 15:02:18"
"2353459585","Asley Zwolensky","AsleyZwolensky","69","6","40","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/437368452731265024/kc0KVRnm_normal.png",NULL,"1","https://pbs.twimg.com/profile_background_images/437368466849271809/GxDanI-m.jpeg","333333","https://pbs.twimg.com/profile_images/437368452731265024/kc0KVRnm_normal.png","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/437368466849271809/GxDanI-m.jpeg","0000FF","0000FF",,,,,,,,,,"Thu Feb 20 16:04:29 +0000 2014","2014-02-20 17:04:29","2014-05-05 00:20:03","2016-03-15 15:02:19"
"2368268431","Sha Stevick","ShaStevick","64","6","36","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/441435258437660672/gZYJ8VsR_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/441435278838730752/fOmwmuHJ.jpeg","333333","https://pbs.twimg.com/profile_images/441435258437660672/gZYJ8VsR_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/441435278838730752/fOmwmuHJ.jpeg","0000FF","0000FF",,,,,,,,,,"Sun Mar 02 04:18:18 +0000 2014","2014-03-02 05:18:18","2014-05-05 00:20:03","2016-03-15 15:02:19"
"2363564364","Ema Whigham","EmaWhigham","63","6","37","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/441377886377746432/a8Tpubib_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/441377904736215041/eqKD1eCA.jpeg","333333","https://pbs.twimg.com/profile_images/441377886377746432/a8Tpubib_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/441377904736215041/eqKD1eCA.jpeg","0000FF","0000FF",,,,,,,,,,"Thu Feb 27 03:35:32 +0000 2014","2014-02-27 04:35:32","2014-05-05 00:21:09","2016-03-15 15:02:19"
"2363087568","Sharon Mctier","SharonMctier","54","1","40","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/441344800378216448/l006u65a_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/441344859241058304/h_GQqVNC.jpeg","333333","https://pbs.twimg.com/profile_images/441344800378216448/l006u65a_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/441344859241058304/h_GQqVNC.jpeg","0000FF","0000FF",,,,,,,,,,"Wed Feb 26 19:14:15 +0000 2014","2014-02-26 20:14:15","2014-05-05 00:20:03","2016-03-15 15:02:20"
"2351219077","Heidi Lessig","HeidiLessig","63","5","42","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/436145852512342016/Ytde9qff_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/436145876050776065/Wet8mYlr.jpeg","333333","https://pbs.twimg.com/profile_images/436145852512342016/Ytde9qff_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/436145876050776065/Wet8mYlr.jpeg","0000FF","0000FF",,,,,,,,,,"Wed Feb 19 06:04:23 +0000 2014","2014-02-19 07:04:23","2014-05-05 00:20:30","2016-03-15 15:02:20"
"2384911256","Zona Shryack","ZonaShryack","43","9","39","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/444827356956352512/3_-QHJD0_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/444827369006563328/MI2xcsCi.jpeg","333333","https://pbs.twimg.com/profile_images/444827356956352512/3_-QHJD0_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/444827369006563328/MI2xcsCi.jpeg","0000FF","0000FF",,,,,,,,,,"Wed Mar 12 08:30:26 +0000 2014","2014-03-12 09:30:26","2014-05-05 00:20:04","2016-03-15 15:02:20"
"2385886057","Julietta Clawson","JuliettaClawson","46","8","36","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/444879575407812608/wSEev-11_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/444879595645304832/zf_Ibqus.jpeg","333333","https://pbs.twimg.com/profile_images/444879575407812608/wSEev-11_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/444879595645304832/zf_Ibqus.jpeg","0000FF","0000FF",,,,,,,,,,"Wed Mar 12 22:11:40 +0000 2014","2014-03-12 23:11:40","2014-05-05 00:20:04","2016-03-15 15:02:21"
"2368238317","Athena Heape","AthenaHeape","55","7","39","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/441434770988220416/ywUi2Ulj_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/441434810397908993/Cyx3NgsV.jpeg","333333","https://pbs.twimg.com/profile_images/441434770988220416/ywUi2Ulj_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/441434810397908993/Cyx3NgsV.jpeg","0000FF","0000FF",,,,,,,,,,"Sun Mar 02 03:51:03 +0000 2014","2014-03-02 04:51:03","2014-05-05 00:20:58","2016-03-15 15:02:21"
"2364692858","Isabell Setser","IsabellSetser","60","5","45","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/441366576856461312/FlbcPw0u_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/441366600097075200/8dwnSOrU.jpeg","333333","https://pbs.twimg.com/profile_images/441366576856461312/FlbcPw0u_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/441366600097075200/8dwnSOrU.jpeg","0000FF","0000FF",,,,,,,,,,"Thu Feb 27 22:03:44 +0000 2014","2014-02-27 23:03:44","2014-05-05 00:22:00","2016-03-15 15:02:21"
"2382710197","Sean Eijke","SeanEijke","43","2","40","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/444844168645312512/DDeow4DF_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/444844224903524352/Q3omh5W0.jpeg","333333","https://pbs.twimg.com/profile_images/444844168645312512/DDeow4DF_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/444844224903524352/Q3omh5W0.jpeg","0000FF","0000FF",,,,,,,,,,"Mon Mar 10 21:26:37 +0000 2014","2014-03-10 22:26:37","2014-05-05 00:20:04","2016-03-15 15:02:22"
"2385567890","Chanelle Scheele","ChanelleScheele","47","10","41","0","0",,"en",,,,,,"http://pbs.twimg.com/profile_images/444916760605503489/weAjalPr_normal.jpeg",NULL,"1","https://pbs.twimg.com/profile_background_images/444916833955500032/wx4ZcPMl.jpeg","333333","https://pbs.twimg.com/profile_images/444916760605503489/weAjalPr_normal.jpeg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/444916833955500032/wx4ZcPMl.jpeg","0000FF","0000FF",,,,,,,,,,"Wed Mar 12 17:24:15 +0000 2014","2014-03-12 18:24:15","2014-05-05 00:20:04","2016-03-15 15:02:22"
